"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,5,-1.52225398121682,6,5,-1.0408830744072,0,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,3,8,5.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,16,1,0.4,-0.147260000000004,-0.147260000000004,32,2.7,3.7,4,3,3,4,4,4,4,4,3,2,3,4,4,3,3,3,NA,NA,3,2,2,6,6,7,7,6,3,2,2,1,4047,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,NA,NA,3,8,-2.1922,1,0,-2.5048,1,"White","With family (commuting)","Female",0,-0.2402,28,1,1.6,1.05274,1.05274,25,2,3,3,2,2,2,1,1,2,2,3,3,3,3,2,3,3,3,3,2,3,3,4,4,4,5,5,4,3,2,3,1,4048,2,4,1,11,"White Rural First-Gen","FASt_12plus"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,NA,6,1.50173363246992,3,0.68265306122449,1,0,-10.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,80,1,6.8,6.25274,6.25274,4,-0.1,0.9,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,6,6,NA,6,6,6,2,2,2,1,1,3,1,2,2,4049,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,5,-1.52225398121682,6,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,4,1.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,4,-0.1,0.9,3,3,3,1,2,1,2,2,2,3,3,3,3,3,3,3,NA,3,3,2,3,6,5,5,6,6,4,1,3,1,4050,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,6,1.50173363246992,2,-0.31734693877551,7,28,17.8078,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,3,-0.2,0.8,4,3,4,3,2,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,4,5,4,4,4,2,3,2,2,4051,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.477746018783177,7,7,0.959116925592805,1,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,5,18,15.4952,1,"Other/Multiracial/Unknown","With family (commuting)","Female",1,0.7598,11,0,-0.1,-0.647260000000004,0,-13,-1.8,-0.8,2,3,3,3,2,3,2,3,2,2,3,2,3,3,4,3,3,3,3,3,3,4,4,5,5,4,3,2,2,3,4052,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,6,1.50173363246992,4,1.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Male",0,-0.2402,24,1,1.2,0.652739999999996,0.652739999999996,-4,-0.9,0.1,2,2,2,4,3,4,3,4,2,2,2,2,2,2,2,3,4,3,3,3,3,4,4,4,4,4,4,3,2,3,4053,2,4,1,13,"White Working-Class Striver","FASt_12plus"
0,5,-1.52225398121682,6,7,0.959116925592805,1,0,0,NA,NA,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,1,"White","Off-campus (rent/apartment)","Male",0,-0.2402,6,0,-0.6,-1.14726,0,5,0,1,2,2,2,3,3,4,3,3,4,4,4,3,4,2,2,3,4,4,4,NA,4,6,4,5,4,5,3,2,3,3,4054,1,1,0,7,"White Off-Campus Working","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,27,1,1.5,0.952739999999996,0.952739999999996,29,2.4,3.4,3,3,3,4,4,4,4,4,3,3,2,3,3,3,3,4,4,4,4,5,NA,5,5,5,5,4,2,3,2,2,4055,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,8,1.47774601878318,7,8,1.9591169255928,0,1,1,2,-2.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,3,-0.2,0.8,2,3,2,2,2,3,3,2,3,3,2,3,3,2,2,4,3,3,4,4,3,3,3,4,4,4,2,2,2,2,4056,0,2,1,1,"Latina Commuter Caretaker","non_DE"
0,7,0.477746018783177,6,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,4,1.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","With family (commuting)","Female",1,0.7598,5,0,-0.7,-1.24726,0,2,-0.3,0.7,2,3,2,3,3,3,2,3,1,2,2,2,2,2,2,5,5,5,5,6,5,NA,6,6,7,6,4,2,1,1,4057,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,4,-0.498266367530084,1,-1.31734693877551,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,14,0.9,1.9,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,4,NA,4,4,4,4,4,3,3,3,1,2,2,3,4058,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Male",1,0.7598,8,0,-0.4,-0.947260000000004,0,-9,-1.4,-0.4,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,6,NA,5,5,5,3,4,4,NA,5,4,2,2,4,3,4059,1,3,1,13,"White Working-Class Striver","non_FASt_1_11"
1,7,0.477746018783177,6,8,1.9591169255928,0,1,0,7,2.50173363246992,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,0,-0.5,0.5,2,1,1,3,3,4,4,4,3,3,3,3,3,3,3,3,NA,4,3,3,3,6,5,NA,6,6,1,2,2,2,4060,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,7,28,25.4952,1,"White","With family (commuting)","Female",1,0.7598,35,1,2.3,1.75274,1.75274,34,2.9,3.9,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,7,6,6,6,6,2,2,3,1,4061,2,4,1,11,"White Rural First-Gen","FASt_12plus"
0,5,-1.52225398121682,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,28,1,1.6,1.05274,1.05274,-10,-1.5,-0.5,2,3,3,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,6,6,5,7,6,3,2,2,3,4062,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.522253981216823,7,5,-1.0408830744072,1,0,0,2,-2.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,NA,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,-2,-0.7,0.3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,3,6,6,6,6,6,1,1,3,2,4063,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.477746018783177,6,8,1.9591169255928,0,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,NA,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,24,1.9,2.9,3,2,3,3,3,2,3,3,3,2,3,2,2,3,3,2,4,3,NA,3,4,4,4,4,5,4,2,2,3,1,4064,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,6,-0.522253981216823,6,8,1.9591169255928,0,0,1,3,-1.49826636753008,1,-1.31734693877551,3,8,-2.1922,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,8,0,-0.4,-0.947260000000004,0,25,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,6,NA,5,5,5,6,3,4,4,4,4,1,1,1,1,4065,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,NA,0,1,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,24,1,1.2,0.652739999999996,0.652739999999996,11,0.6,1.6,2,3,3,4,4,4,4,4,3,3,4,3,3,3,3,5,5,5,5,4,4,5,5,5,5,5,3,3,1,1,4066,2,6,1,2,"Latino Off-Campus Working","FASt_12plus"
1,6,-0.522253981216823,7,5,-1.0408830744072,1,NA,0,7,2.50173363246992,3,0.68265306122449,2,3,-7.1922,3,8,5.4952,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,13,1,0.1,-0.447260000000004,-0.447260000000004,-7,-1.2,-0.2,2,3,NA,3,3,3,3,3,3,2,3,3,3,2,2,4,5,4,4,4,4,2,3,3,3,3,3,2,1,2,4067,2,5,1,7,"White Off-Campus Working","FASt_12plus"
0,6,-0.522253981216823,7,7,0.959116925592805,0,0,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7598,11,0,-0.1,-0.647260000000004,0,22,1.7,2.7,3,3,3,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,NA,4,4,6,6,6,6,7,2,2,1,2,4068,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7598,1,0,-1.1,-1.64726,0,22,1.7,2.7,2,2,2,3,4,4,3,3,3,3,4,3,3,3,3,5,4,4,4,4,4,5,5,6,NA,6,2,3,3,1,4069,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,NA,0,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,11,0,-0.1,-0.647260000000004,0,17,1.2,2.2,4,4,3,3,3,3,4,2,3,3,3,3,3,3,2,2,3,3,3,3,3,5,5,5,5,5,2,3,1,3,4070,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,6,6,-0.0408830744071951,0,0,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,0,0,-1.2,-1.74726,0,-14,-1.9,-0.9,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,5,5,6,5,5,3,4,2,2,4071,0,1,0,9,"Hispanic On-Campus Transitioner","non_DE"
0,5,-1.52225398121682,6,5,-1.0408830744072,1,1,1,6,1.50173363246992,1,-1.31734693877551,3,8,-2.1922,3,8,5.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-2,-0.7,0.3,2,2,2,2,3,2,2,2,4,3,3,4,3,3,4,3,3,3,4,3,4,5,5,6,5,5,1,1,4,2,4072,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,1,1,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,-12,-1.7,-0.7,4,3,3,3,4,4,3,3,2,3,3,2,2,3,3,4,4,5,4,4,5,6,5,5,6,5,3,3,2,2,4073,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,1,1,5,0.501733632469916,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",1,0.7598,34,1,2.2,1.65274,1.65274,6,0.1,1.1,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,NA,2,3,3,3,6,6,6,6,6,3,1,3,3,4074,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,0,1,5,0.501733632469916,1,-1.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Asian","On-campus (residence hall)","Male",1,0.7598,31,1,1.9,1.35274,1.35274,-15,-2,-1,3,3,3,3,3,4,4,3,3,4,3,4,4,2,2,1,1,1,1,1,1,6,5,6,5,6,1,2,1,3,4075,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,5,-1.52225398121682,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,2,-0.3,0.7,2,2,2,2,3,3,3,3,2,2,2,2,1,2,3,4,4,4,4,NA,3,3,3,4,3,4,3,3,4,3,4076,1,2,1,12,"Black Male Striver","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,0,1,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,27,1,1.5,0.952739999999996,0.952739999999996,3,-0.2,0.8,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,NA,5,5,5,5,NA,4,4,4,4,4,2,3,3,1,4077,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,7,8,1.9591169255928,0,1,0,5,0.501733632469916,2,-0.31734693877551,6,23,12.8078,1,0,-2.5048,1,"Asian","With family (commuting)","Male",0,-0.2402,44,1,3.2,2.65274,2.65274,-1,-0.6,0.4,2,3,3,3,4,4,3,3,3,4,2,3,3,3,3,5,NA,5,5,4,6,5,5,5,5,5,2,3,1,3,4078,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,1,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,13,0.8,1.8,3,NA,2,3,4,3,3,3,2,3,3,2,3,2,2,NA,5,5,5,5,5,4,4,3,4,4,2,1,2,2,4079,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,5,-1.52225398121682,7,7,0.959116925592805,1,1,0,4,-0.498266367530084,3,0.68265306122449,5,18,7.8078,2,3,0.4952,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,30,1,1.8,1.25274,1.25274,12,0.7,1.7,1,1,2,4,3,3,2,3,2,1,2,2,2,3,2,3,4,4,4,NA,4,4,5,5,5,5,3,2,2,2,4080,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,6,-0.522253981216823,7,8,1.9591169255928,1,0,1,2,-2.49826636753008,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,24,1,1.2,0.652739999999996,0.652739999999996,-10,-1.5,-0.5,4,4,3,2,2,2,2,2,2,1,1,2,2,2,2,4,4,4,5,4,NA,5,5,5,5,4,3,1,3,2,4081,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,0,0,1,3,-1.49826636753008,4,1.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,13,1,0.1,-0.447260000000004,-0.447260000000004,-12,-1.7,-0.7,1,2,2,3,3,4,3,3,4,3,3,4,3,3,3,4,NA,4,4,4,4,6,6,6,5,6,4,2,2,2,4082,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,8,1.47774601878318,7,5,-1.0408830744072,0,0,1,4,-0.498266367530084,3,0.68265306122449,6,23,12.8078,1,0,-2.5048,1,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,0,0,-1.2,-1.74726,0,-5,-1,0,2,2,3,3,3,3,2,3,3,3,3,3,4,2,2,4,4,4,4,NA,4,6,5,5,6,5,3,2,2,3,4083,0,2,1,12,"Black Male Striver","non_DE"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,6,1.50173363246992,NA,NA,4,13,2.8078,1,0,-2.5048,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,27,2.2,3.2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,5,6,NA,5,5,NA,6,6,6,5,6,2,1,1,3,4084,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,2,3,0.4952,0,"Asian","With family (commuting)","Female",1,0.7598,28,1,1.6,1.05274,1.05274,21,1.6,2.6,2,2,2,4,4,3,4,4,2,1,3,2,2,3,3,4,NA,3,4,4,4,5,6,6,6,5,2,2,2,2,4085,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,14,0.9,1.9,3,4,3,3,4,3,3,4,3,3,3,2,3,3,3,4,5,5,4,4,4,5,5,4,5,5,3,3,2,2,4086,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.47774601878318,7,5,-1.0408830744072,1,1,1,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,80,1,6.8,6.25274,6.25274,-1,-0.6,0.4,2,2,2,2,2,3,2,2,1,2,2,2,2,4,3,3,3,NA,3,3,3,6,5,5,5,5,2,2,2,3,4087,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,1,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,12,0.7,1.7,1,2,1,4,4,3,4,4,2,3,3,2,3,3,3,3,4,4,3,4,3,4,5,4,5,5,2,3,2,3,4088,2,6,1,2,"Latino Off-Campus Working","FASt_12plus"
1,NA,NA,7,NA,NA,1,0,1,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,2,0,-1,-1.54726,0,5,0,1,2,3,3,3,4,4,4,3,4,4,4,4,4,3,3,5,NA,4,4,4,5,5,5,5,5,5,3,2,2,3,4089,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,6,8,1.9591169255928,0,0,0,NA,NA,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,7,0,-0.5,-1.04726,0,12,0.7,1.7,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,2,5,5,5,4,5,2,1,2,1,4090,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,4,-0.498266367530084,2,-0.31734693877551,6,23,12.8078,2,3,0.4952,0,"White","On-campus (residence hall)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,14,0.9,1.9,4,4,3,3,4,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,3,NA,5,6,6,6,2,3,2,1,4091,1,2,1,6,"White Residential Traditional","non_FASt_1_11"
1,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,48,1,3.6,3.05274,3.05274,26,2.1,3.1,4,4,4,3,3,3,3,3,2,2,2,2,2,3,3,5,5,5,NA,5,4,6,5,5,5,5,2,2,1,2,4092,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Asian","Off-campus (rent/apartment)","",1,0.7598,17,1,0.5,-0.0472600000000041,-0.0472600000000041,-2,-0.7,0.3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,5,6,5,5,4,4,4,5,2,2,2,1,4093,2,6,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,7,0.477746018783177,7,7,0.959116925592805,1,1,0,7,2.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,21,1.6,2.6,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,4,4,4,4,2,2,2,2,4094,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,6,1.50173363246992,4,1.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,37,1,2.5,1.95274,1.95274,8,0.3,1.3,3,3,4,3,2,2,3,3,4,3,4,4,3,4,4,1,1,2,2,1,1,6,6,6,6,6,4,2,2,2,4095,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,8,1.47774601878318,6,6,-0.0408830744071951,1,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,2,0,-1,-1.54726,0,-2,-0.7,0.3,3,NA,3,4,4,3,3,4,3,4,4,4,3,3,3,4,4,5,4,4,4,5,6,6,6,5,3,2,2,2,4096,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,8,1.47774601878318,7,7,0.959116925592805,0,1,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,3,8,5.4952,0,"Asian","With family (commuting)","Female",1,0.7598,9,0,-0.3,-0.847260000000004,0,27,2.2,3.2,2,NA,3,3,3,3,3,3,2,2,3,3,3,2,2,NA,3,4,3,NA,4,5,5,4,5,4,2,2,2,3,4097,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,5,-1.52225398121682,7,8,1.9591169255928,0,0,1,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,-5,-1,0,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,5,5,5,4,5,5,4,4,NA,4,3,3,1,2,2,4098,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,30,1,1.8,1.25274,1.25274,30,2.5,3.5,2,1,1,2,1,2,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,1,4,4099,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,8,1.47774601878318,7,5,-1.0408830744072,0,0,1,4,-0.498266367530084,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,24,1,1.2,0.652739999999996,0.652739999999996,-7,-1.2,-0.2,4,3,3,4,2,3,3,4,3,3,3,4,3,4,4,3,4,3,3,NA,4,6,5,5,6,5,3,3,2,3,4100,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,3,-1.49826636753008,NA,NA,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,15,1,0.3,-0.247260000000004,-0.247260000000004,18,1.3,2.3,3,2,3,2,1,2,2,2,3,4,3,4,3,4,4,5,6,5,6,6,6,NA,5,5,4,5,1,2,3,3,4101,2,5,1,2,"Latino Off-Campus Working","FASt_12plus"
0,7,0.477746018783177,7,NA,NA,0,1,1,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,24,1,1.2,0.652739999999996,0.652739999999996,21,1.6,2.6,3,4,3,3,4,3,3,3,4,3,4,4,3,3,2,5,5,5,5,5,5,6,7,7,6,6,3,3,2,2,4102,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,6,-0.522253981216823,6,5,-1.0408830744072,1,0,0,5,0.501733632469916,1,-1.31734693877551,7,28,17.8078,5,18,15.4952,0,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,2,0,-1,-1.54726,0,-6,-1.1,-0.1,3,3,3,2,2,2,1,2,2,2,2,2,3,3,3,4,5,5,5,5,5,4,5,5,5,4,1,3,3,3,4103,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,6,-0.522253981216823,6,7,0.959116925592805,0,0,0,7,2.50173363246992,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,47,1,3.5,2.95274,2.95274,-1,-0.6,0.4,2,3,2,3,2,3,2,2,3,3,2,3,2,3,3,2,3,3,3,3,4,4,4,4,4,3,1,2,1,2,4104,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,7,0.477746018783177,7,8,1.9591169255928,1,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,25,1,1.3,0.752739999999996,0.752739999999996,-7,-1.2,-0.2,3,3,3,4,4,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,NA,6,5,5,5,5,2,3,3,3,4105,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus"
